model,arm,condition_dir,author,run_id,call_index,prompt_kind,excerpt_present,marks_before,marks_after,generator_marks_after,boundary_method,response_words,model_version,finish_reason,latency_s,prompt_tokens,output_tokens,thinking_tokens
flash,c2,flash_c2,arthur_conan_doyle,3,18,continuation_with_prompt,True,5656,5813,5813,per_call_sum,996,gemini-2.5-flash,FinishReason.MAX_TOKENS,52.084342,2510,1224,6964
flash,c2,flash_c2,arthur_conan_doyle,3,19,continuation_with_prompt,True,5813,6417,6417,per_call_sum,3381,gemini-2.5-flash,FinishReason.STOP,81.115845,2523,4194,1481
flash,c2,flash_c2,arthur_conan_doyle,4,1,initial,True,0,354,354,per_call_sum,1355,gemini-2.5-flash,FinishReason.STOP,23.131434,1967,1780,1875
flash,c2,flash_c2,arthur_conan_doyle,4,2,continuation_with_prompt,True,354,1498,1498,per_call_sum,5065,gemini-2.5-flash,FinishReason.MAX_TOKENS,77.71789,2654,6580,1607
flash,c2,flash_c2,arthur_conan_doyle,4,3,continuation_with_prompt,True,1498,1833,1833,per_call_sum,1536,gemini-2.5-flash,FinishReason.MAX_TOKENS,53.416149,2633,2011,6177
flash,c2,flash_c2,arthur_conan_doyle,4,4,continuation_with_prompt,True,1833,3186,3186,per_call_sum,5006,gemini-2.5-flash,FinishReason.MAX_TOKENS,57.806794,2675,6842,1346
flash,c2,flash_c2,arthur_conan_doyle,4,5,continuation_with_prompt,True,3186,3249,3249,per_call_sum,244,gemini-2.5-flash,FinishReason.MAX_TOKENS,52.55574,2697,326,7862
flash,c2,flash_c2,arthur_conan_doyle,4,6,continuation_with_prompt,True,3249,3300,3300,per_call_sum,255,gemini-2.5-flash,FinishReason.MAX_TOKENS,55.931438,2667,324,7864
flash,c2,flash_c2,arthur_conan_doyle,4,7,continuation_with_prompt,True,3300,3370,3370,per_call_sum,233,gemini-2.5-flash,FinishReason.MAX_TOKENS,59.513842,2648,328,7860
flash,c2,flash_c2,arthur_conan_doyle,4,8,continuation_with_prompt,True,3370,3871,3871,per_call_sum,2468,gemini-2.5-flash,FinishReason.STOP,31.06028,2666,3116,1371
flash,c2,flash_c2,arthur_conan_doyle,4,9,continuation_with_prompt,True,3871,4410,4410,per_call_sum,2836,gemini-2.5-flash,FinishReason.MAX_TOKENS,46.474644,2612,3553,4635
flash,c2,flash_c2,arthur_conan_doyle,4,10,continuation_with_prompt,True,4410,4669,4669,per_call_sum,1142,gemini-2.5-flash,FinishReason.MAX_TOKENS,58.205882,2622,1460,6728
flash,c2,flash_c2,arthur_conan_doyle,4,11,continuation_with_prompt,True,4669,4727,4727,per_call_sum,256,gemini-2.5-flash,FinishReason.MAX_TOKENS,62.574025,2635,324,7864
flash,c2,flash_c2,arthur_conan_doyle,4,12,continuation_with_prompt,True,4727,4786,4786,per_call_sum,261,gemini-2.5-flash,FinishReason.MAX_TOKENS,55.138185,2624,328,7860
flash,c2,flash_c2,arthur_conan_doyle,4,13,continuation_with_prompt,True,4786,4830,4830,per_call_sum,267,gemini-2.5-flash,FinishReason.MAX_TOKENS,56.829459,2626,328,7860
flash,c2,flash_c2,arthur_conan_doyle,4,14,continuation_with_prompt,True,4830,4967,4967,per_call_sum,606,gemini-2.5-flash,FinishReason.MAX_TOKENS,61.204192,2617,785,7403
flash,c2,flash_c2,arthur_conan_doyle,4,15,continuation_with_prompt,True,4967,5022,5022,per_call_sum,244,gemini-2.5-flash,FinishReason.MAX_TOKENS,58.721325,2638,324,7864
flash,c2,flash_c2,arthur_conan_doyle,4,16,continuation_with_prompt,True,5022,5846,5846,per_call_sum,3621,gemini-2.5-flash,FinishReason.STOP,98.701695,2646,4807,3235
flash,c2,flash_c2,arthur_conan_doyle,4,17,continuation_with_prompt,True,5846,6345,6345,per_call_sum,2657,gemini-2.5-flash,FinishReason.STOP,35.88721,2678,3326,1396
flash,c2,flash_c2,arthur_conan_doyle,5,1,initial,True,0,342,342,per_call_sum,1590,gemini-2.5-flash,FinishReason.STOP,42.962034,1941,2106,4514
flash,c2,flash_c2,arthur_conan_doyle,5,2,continuation_with_prompt,True,342,422,422,per_call_sum,466,gemini-2.5-flash,FinishReason.MAX_TOKENS,61.16444,2616,590,7598
flash,c2,flash_c2,arthur_conan_doyle,5,3,continuation_with_prompt,True,422,735,735,per_call_sum,1882,gemini-2.5-flash,FinishReason.MAX_TOKENS,61.711106,2613,2307,5881
flash,c2,flash_c2,arthur_conan_doyle,5,4,continuation_with_prompt,True,735,1041,1041,per_call_sum,1943,gemini-2.5-flash,FinishReason.MAX_TOKENS,88.431914,2598,2339,5850
flash,c2,flash_c2,arthur_conan_doyle,5,5,continuation_with_prompt,True,1041,1107,1107,per_call_sum,436,gemini-2.5-flash,FinishReason.MAX_TOKENS,64.93611,2571,533,7655
flash,c2,flash_c2,arthur_conan_doyle,5,6,continuation_with_prompt,True,1107,1147,1147,per_call_sum,262,gemini-2.5-flash,FinishReason.MAX_TOKENS,64.652618,2585,328,7860
flash,c2,flash_c2,arthur_conan_doyle,5,7,continuation_with_prompt,True,1147,1194,1194,per_call_sum,302,gemini-2.5-flash,FinishReason.MAX_TOKENS,75.394498,2588,376,7812
flash,c2,flash_c2,arthur_conan_doyle,5,8,continuation_with_prompt,True,1194,1871,1871,per_call_sum,4089,gemini-2.5-flash,FinishReason.STOP,44.087695,2604,5010,1447
flash,c2,flash_c2,arthur_conan_doyle,5,9,continuation_with_prompt,True,1871,2145,2145,per_call_sum,1537,gemini-2.5-flash,FinishReason.MAX_TOKENS,57.599021,2579,1919,6269
flash,c2,flash_c2,arthur_conan_doyle,5,10,continuation_with_prompt,True,2145,2350,2350,per_call_sum,851,gemini-2.5-flash,FinishReason.MAX_TOKENS,60.502295,2601,1102,7086
flash,c2,flash_c2,arthur_conan_doyle,5,11,continuation_with_prompt,True,2350,3104,3104,per_call_sum,3920,gemini-2.5-flash,FinishReason.STOP,59.043381,2618,4963,2149
flash,c2,flash_c2,arthur_conan_doyle,5,12,continuation_with_prompt,True,3104,3665,3665,per_call_sum,3163,gemini-2.5-flash,FinishReason.STOP,42.893069,2592,3935,739
flash,c2,flash_c2,arthur_conan_doyle,5,13,continuation_with_prompt,True,3665,3892,3892,per_call_sum,1368,gemini-2.5-flash,FinishReason.MAX_TOKENS,58.769998,2583,1760,6428
flash,c2,flash_c2,arthur_conan_doyle,5,14,continuation_with_prompt,True,3892,4380,4380,per_call_sum,2334,gemini-2.5-flash,FinishReason.STOP,41.304935,2614,3080,2042
flash,c2,flash_c2,arthur_conan_doyle,5,15,continuation_with_prompt,True,4380,4469,4469,per_call_sum,575,gemini-2.5-flash,FinishReason.MAX_TOKENS,64.295734,2628,708,7480
flash,c2,flash_c2,arthur_conan_doyle,5,16,continuation_with_prompt,True,4469,5475,5475,per_call_sum,4992,gemini-2.5-flash,FinishReason.MAX_TOKENS,51.107568,2597,6316,1871
flash,c2,flash_c2,arthur_conan_doyle,5,17,continuation_with_prompt,True,5475,6001,6001,per_call_sum,2774,gemini-2.5-flash,FinishReason.STOP,39.772265,2592,3444,1770
flash,c2,flash_c2,arthur_conan_doyle,6,1,initial,True,0,273,273,per_call_sum,1360,gemini-2.5-flash,FinishReason.STOP,30.054432,1867,1734,3264
flash,c2,flash_c2,arthur_conan_doyle,6,2,continuation_with_prompt,True,273,1032,1032,per_call_sum,3850,gemini-2.5-flash,FinishReason.STOP,52.21401,2545,4919,2190
flash,c2,flash_c2,arthur_conan_doyle,6,3,continuation_with_prompt,True,1032,1098,1098,per_call_sum,454,gemini-2.5-flash,FinishReason.MAX_TOKENS,59.970429,2536,556,7632
flash,c2,flash_c2,arthur_conan_doyle,6,4,continuation_with_prompt,True,1098,1140,1140,per_call_sum,263,gemini-2.5-flash,FinishReason.MAX_TOKENS,60.785196,2513,327,7861
flash,c2,flash_c2,arthur_conan_doyle,6,5,continuation_with_prompt,True,1140,1182,1182,per_call_sum,262,gemini-2.5-flash,FinishReason.MAX_TOKENS,57.551048,2513,328,7860
flash,c2,flash_c2,arthur_conan_doyle,6,6,continuation_with_prompt,True,1182,1224,1224,per_call_sum,259,gemini-2.5-flash,FinishReason.MAX_TOKENS,62.513916,2524,326,7862
flash,c2,flash_c2,arthur_conan_doyle,6,7,continuation_with_prompt,True,1224,1265,1265,per_call_sum,256,gemini-2.5-flash,FinishReason.MAX_TOKENS,50.695395,2528,325,7863
flash,c2,flash_c2,arthur_conan_doyle,6,8,continuation_with_prompt,True,1265,1376,1376,per_call_sum,740,gemini-2.5-flash,FinishReason.MAX_TOKENS,61.388144,2531,911,7277
flash,c2,flash_c2,arthur_conan_doyle,6,9,continuation_with_prompt,True,1376,1765,1765,per_call_sum,2455,gemini-2.5-flash,FinishReason.MAX_TOKENS,47.047398,2506,3001,5187
flash,c2,flash_c2,arthur_conan_doyle,6,10,continuation_with_prompt,True,1765,1952,1952,per_call_sum,1171,gemini-2.5-flash,FinishReason.MAX_TOKENS,60.040904,2514,1420,6768
flash,c2,flash_c2,arthur_conan_doyle,6,11,continuation_with_prompt,True,1952,2019,2019,per_call_sum,250,gemini-2.5-flash,FinishReason.MAX_TOKENS,52.569167,2496,328,7860
flash,c2,flash_c2,arthur_conan_doyle,6,12,continuation_with_prompt,True,2019,2243,2243,per_call_sum,1406,gemini-2.5-flash,FinishReason.MAX_TOKENS,161.620469,2527,1724,6468
flash,c2,flash_c2,arthur_conan_doyle,6,13,continuation_with_prompt,True,2243,2446,2446,per_call_sum,1159,gemini-2.5-flash,FinishReason.MAX_TOKENS,59.667566,2501,1445,6743
flash,c2,flash_c2,arthur_conan_doyle,6,14,continuation_with_prompt,True,2446,2657,2657,per_call_sum,1232,gemini-2.5-flash,FinishReason.MAX_TOKENS,63.146859,2520,1512,6676
flash,c2,flash_c2,arthur_conan_doyle,6,15,continuation_with_prompt,True,2657,3620,3620,per_call_sum,5573,gemini-2.5-flash,FinishReason.MAX_TOKENS,52.305138,2508,7030,1157
flash,c2,flash_c2,arthur_conan_doyle,6,16,continuation_with_prompt,True,3620,4517,4517,per_call_sum,5457,gemini-2.5-flash,FinishReason.MAX_TOKENS,79.216743,2534,6811,1376
flash,c2,flash_c2,arthur_conan_doyle,6,17,continuation_with_prompt,True,4517,4583,4583,per_call_sum,375,gemini-2.5-flash,FinishReason.MAX_TOKENS,136.921885,2519,476,7712
flash,c2,flash_c2,arthur_conan_doyle,6,18,continuation_with_prompt,True,4583,4637,4637,per_call_sum,253,gemini-2.5-flash,FinishReason.MAX_TOKENS,59.344976,2521,328,7860
flash,c2,flash_c2,arthur_conan_doyle,6,19,continuation_with_prompt,True,4637,4843,4843,per_call_sum,973,gemini-2.5-flash,FinishReason.MAX_TOKENS,59.479718,2539,1232,6956
flash,c2,flash_c2,arthur_conan_doyle,6,20,continuation_with_prompt,True,4843,4910,4910,per_call_sum,245,gemini-2.5-flash,FinishReason.MAX_TOKENS,66.469772,2522,324,7864
flash,c2,flash_c2,arthur_conan_doyle,6,21,continuation_with_prompt,True,4910,5201,5201,per_call_sum,1341,gemini-2.5-flash,FinishReason.MAX_TOKENS,59.806458,2544,1704,6484
flash,c2,flash_c2,arthur_conan_doyle,6,22,continuation_with_prompt,True,5201,5275,5275,per_call_sum,447,gemini-2.5-flash,FinishReason.MAX_TOKENS,57.421288,2527,555,7633
flash,c2,flash_c2,arthur_conan_doyle,6,23,continuation_with_prompt,True,5275,6135,6135,per_call_sum,5487,gemini-2.5-flash,FinishReason.MAX_TOKENS,49.748362,2522,6715,1472
flash,c2,flash_c2,arthur_conan_doyle,7,1,initial,True,0,300,300,per_call_sum,1199,gemini-2.5-flash,FinishReason.STOP,24.339649,1967,1561,1363
flash,c2,flash_c2,arthur_conan_doyle,7,2,continuation_with_prompt,True,300,352,352,per_call_sum,258,gemini-2.5-flash,FinishReason.MAX_TOKENS,59.482126,2649,327,7861
flash,c2,flash_c2,arthur_conan_doyle,7,3,continuation_with_prompt,True,352,1014,1014,per_call_sum,3152,gemini-2.5-flash,FinishReason.STOP,48.081681,2648,3990,2654
flash,c2,flash_c2,arthur_conan_doyle,7,4,continuation_with_prompt,True,1014,1360,1360,per_call_sum,1489,gemini-2.5-flash,FinishReason.MAX_TOKENS,53.986124,2624,1939,6249
flash,c2,flash_c2,arthur_conan_doyle,7,5,continuation_with_prompt,True,1360,1409,1409,per_call_sum,259,gemini-2.5-flash,FinishReason.MAX_TOKENS,63.055913,2630,328,7860
flash,c2,flash_c2,arthur_conan_doyle,7,6,continuation_with_prompt,True,1409,2176,2176,per_call_sum,3517,gemini-2.5-flash,FinishReason.STOP,56.275184,2623,4502,2626
flash,c2,flash_c2,arthur_conan_doyle,7,7,continuation_with_prompt,True,2176,2946,2946,per_call_sum,3486,gemini-2.5-flash,FinishReason.STOP,45.779948,2639,4542,1232
flash,c2,flash_c2,arthur_conan_doyle,7,8,continuation_with_prompt,True,2946,4167,4167,per_call_sum,5044,gemini-2.5-flash,FinishReason.MAX_TOKENS,51.173211,2645,6830,1357
flash,c2,flash_c2,arthur_conan_doyle,7,9,continuation_with_prompt,True,4167,4466,4466,per_call_sum,1230,gemini-2.5-flash,FinishReason.MAX_TOKENS,54.00288,2697,1664,6524
flash,c2,flash_c2,arthur_conan_doyle,7,10,continuation_with_prompt,True,4466,4524,4524,per_call_sum,249,gemini-2.5-flash,FinishReason.MAX_TOKENS,53.539921,2668,328,7860
flash,c2,flash_c2,arthur_conan_doyle,7,11,continuation_with_prompt,True,4524,4711,4711,per_call_sum,832,gemini-2.5-flash,FinishReason.MAX_TOKENS,96.630391,2659,1079,7109
flash,c2,flash_c2,arthur_conan_doyle,7,12,continuation_with_prompt,True,4711,4774,4774,per_call_sum,251,gemini-2.5-flash,FinishReason.MAX_TOKENS,63.127674,2642,328,7860
flash,c2,flash_c2,arthur_conan_doyle,7,13,continuation_with_prompt,True,4774,4816,4816,per_call_sum,264,gemini-2.5-flash,FinishReason.MAX_TOKENS,65.429596,2654,325,7863
flash,c2,flash_c2,arthur_conan_doyle,7,14,continuation_with_prompt,True,4816,4875,4875,per_call_sum,259,gemini-2.5-flash,FinishReason.MAX_TOKENS,65.210434,2630,328,7860
flash,c2,flash_c2,arthur_conan_doyle,7,15,continuation_with_prompt,True,4875,5965,5965,per_call_sum,5110,gemini-2.5-flash,FinishReason.MAX_TOKENS,54.231401,2620,6501,1686
flash,c2,flash_c2,arthur_conan_doyle,7,16,continuation_with_prompt,True,5965,6026,6026,per_call_sum,284,gemini-2.5-flash,FinishReason.MAX_TOKENS,65.565604,2624,354,7834
flash,c2,flash_c2,arthur_conan_doyle,8,1,initial,True,0,305,305,per_call_sum,1697,gemini-2.5-flash,FinishReason.STOP,34.971757,1941,2194,4332
flash,c2,flash_c2,arthur_conan_doyle,8,2,continuation_with_prompt,True,305,535,535,per_call_sum,1458,gemini-2.5-flash,FinishReason.MAX_TOKENS,49.350905,2592,1800,6388
flash,c2,flash_c2,arthur_conan_doyle,8,3,continuation_with_prompt,True,535,729,729,per_call_sum,1139,gemini-2.5-flash,FinishReason.MAX_TOKENS,52.615559,2599,1425,6763
flash,c2,flash_c2,arthur_conan_doyle,8,4,continuation_with_prompt,True,729,935,935,per_call_sum,1163,gemini-2.5-flash,FinishReason.MAX_TOKENS,53.92667,2604,1453,6735
flash,c2,flash_c2,arthur_conan_doyle,8,5,continuation_with_prompt,True,935,1885,1885,per_call_sum,5431,gemini-2.5-flash,FinishReason.MAX_TOKENS,55.071819,2587,6745,1442
flash,c2,flash_c2,arthur_conan_doyle,8,6,continuation_with_prompt,True,1885,1926,1926,per_call_sum,268,gemini-2.5-flash,FinishReason.MAX_TOKENS,52.756223,2601,323,7865
flash,c2,flash_c2,arthur_conan_doyle,8,7,continuation_with_prompt,True,1926,2718,2718,per_call_sum,4902,gemini-2.5-flash,FinishReason.MAX_TOKENS,44.08794,2582,6050,2137
flash,c2,flash_c2,arthur_conan_doyle,8,8,continuation_with_prompt,True,2718,2981,2981,per_call_sum,1605,gemini-2.5-flash,FinishReason.MAX_TOKENS,225.699764,2600,1976,6212
flash,c2,flash_c2,arthur_conan_doyle,8,9,continuation_with_prompt,True,2981,3023,3023,per_call_sum,313,gemini-2.5-flash,FinishReason.MAX_TOKENS,53.945052,2587,381,7807
flash,c2,flash_c2,arthur_conan_doyle,8,10,continuation_with_prompt,True,3023,3505,3505,per_call_sum,2805,gemini-2.5-flash,FinishReason.STOP,33.499985,2577,3445,1800
flash,c2,flash_c2,arthur_conan_doyle,8,11,continuation_with_prompt,True,3505,3547,3547,per_call_sum,264,gemini-2.5-flash,FinishReason.MAX_TOKENS,48.923772,2583,326,7862
flash,c2,flash_c2,arthur_conan_doyle,8,12,continuation_with_prompt,True,3547,4262,4262,per_call_sum,3674,gemini-2.5-flash,FinishReason.STOP,43.703686,2588,4643,1538
flash,c2,flash_c2,arthur_conan_doyle,8,13,continuation_with_prompt,True,4262,4991,4991,per_call_sum,3327,gemini-2.5-flash,FinishReason.STOP,39.488478,2579,4215,1167
flash,c2,flash_c2,arthur_conan_doyle,8,14,continuation_with_prompt,True,4991,5480,5480,per_call_sum,2267,gemini-2.5-flash,FinishReason.MAX_TOKENS,82.977981,2573,2905,5283
flash,c2,flash_c2,arthur_conan_doyle,8,15,continuation_with_prompt,True,5480,5532,5532,per_call_sum,263,gemini-2.5-flash,FinishReason.MAX_TOKENS,61.105219,2625,327,7861
flash,c2,flash_c2,arthur_conan_doyle,8,16,continuation_with_prompt,True,5532,5953,5953,per_call_sum,2184,gemini-2.5-flash,FinishReason.MAX_TOKENS,49.634711,2602,2712,5476
flash,c2,flash_c2,arthur_conan_doyle,8,17,continuation_with_prompt,True,5953,6310,6310,per_call_sum,1829,gemini-2.5-flash,FinishReason.MAX_TOKENS,53.36039,2593,2266,5922
flash,c2,flash_c2,arthur_conan_doyle,9,1,initial,True,0,287,287,per_call_sum,1401,gemini-2.5-flash,FinishReason.STOP,24.496937,1867,1809,2121
flash,c2,flash_c2,arthur_conan_doyle,9,2,continuation_with_prompt,True,287,415,415,per_call_sum,613,gemini-2.5-flash,FinishReason.MAX_TOKENS,245.944382,2577,792,7396
flash,c2,flash_c2,arthur_conan_doyle,9,3,continuation_with_prompt,True,415,464,464,per_call_sum,260,gemini-2.5-flash,FinishReason.MAX_TOKENS,58.276156,2550,328,7860
flash,c2,flash_c2,arthur_conan_doyle,9,4,continuation_with_prompt,True,464,510,510,per_call_sum,348,gemini-2.5-flash,FinishReason.MAX_TOKENS,54.057414,2541,438,7750
flash,c2,flash_c2,arthur_conan_doyle,9,5,continuation_with_prompt,True,510,648,648,per_call_sum,758,gemini-2.5-flash,FinishReason.MAX_TOKENS,54.567459,2530,957,7231
flash,c2,flash_c2,arthur_conan_doyle,9,6,continuation_with_prompt,True,648,693,693,per_call_sum,354,gemini-2.5-flash,FinishReason.MAX_TOKENS,59.373446,2536,416,7772
flash,c2,flash_c2,arthur_conan_doyle,9,7,continuation_with_prompt,True,693,737,737,per_call_sum,268,gemini-2.5-flash,FinishReason.MAX_TOKENS,59.166968,2501,326,7862
flash,c2,flash_c2,arthur_conan_doyle,9,8,continuation_with_prompt,True,737,771,771,per_call_sum,255,gemini-2.5-flash,FinishReason.MAX_TOKENS,48.553407,2502,328,7860
flash,c2,flash_c2,arthur_conan_doyle,9,9,continuation_with_prompt,True,771,2000,2000,per_call_sum,5729,gemini-2.5-flash,FinishReason.MAX_TOKENS,49.709319,2527,7267,921
flash,c2,flash_c2,arthur_conan_doyle,9,10,continuation_with_prompt,True,2000,2070,2070,per_call_sum,376,gemini-2.5-flash,FinishReason.MAX_TOKENS,53.596533,2534,467,7721
flash,c2,flash_c2,arthur_conan_doyle,9,11,continuation_with_prompt,True,2070,3167,3167,per_call_sum,5295,gemini-2.5-flash,FinishReason.MAX_TOKENS,50.52294,2526,6787,1400
flash,c2,flash_c2,arthur_conan_doyle,9,12,continuation_with_prompt,True,3167,4014,4014,per_call_sum,4654,gemini-2.5-flash,FinishReason.STOP,56.698827,2514,5817,1709
flash,c2,flash_c2,arthur_conan_doyle,9,13,continuation_with_prompt,True,4014,4505,4505,per_call_sum,2443,gemini-2.5-flash,FinishReason.MAX_TOKENS,80.682329,2514,3049,5139
flash,c2,flash_c2,arthur_conan_doyle,9,14,continuation_with_prompt,True,4505,4560,4560,per_call_sum,262,gemini-2.5-flash,FinishReason.MAX_TOKENS,57.492411,2522,328,7860
flash,c2,flash_c2,arthur_conan_doyle,9,15,continuation_with_prompt,True,4560,4605,4605,per_call_sum,246,gemini-2.5-flash,FinishReason.MAX_TOKENS,64.638007,2530,327,7861
flash,c2,flash_c2,arthur_conan_doyle,9,16,continuation_with_prompt,True,4605,4723,4723,per_call_sum,616,gemini-2.5-flash,FinishReason.MAX_TOKENS,62.39978,2544,782,7406
flash,c2,flash_c2,arthur_conan_doyle,9,17,continuation_with_prompt,True,4723,4775,4775,per_call_sum,261,gemini-2.5-flash,FinishReason.MAX_TOKENS,67.672813,2528,328,7860
flash,c2,flash_c2,arthur_conan_doyle,9,18,continuation_with_prompt,True,4775,4942,4942,per_call_sum,826,gemini-2.5-flash,FinishReason.MAX_TOKENS,63.059675,2526,1046,7142
flash,c2,flash_c2,arthur_conan_doyle,9,19,continuation_with_prompt,True,4942,4981,4981,per_call_sum,259,gemini-2.5-flash,FinishReason.MAX_TOKENS,64.653077,2537,326,7862
flash,c2,flash_c2,arthur_conan_doyle,9,20,continuation_with_prompt,True,4981,5785,5785,per_call_sum,3878,gemini-2.5-flash,FinishReason.STOP,51.257511,2526,4935,1342
flash,c2,flash_c2,arthur_conan_doyle,9,21,continuation_with_prompt,True,5785,6929,6929,per_call_sum,5006,gemini-2.5-flash,FinishReason.MAX_TOKENS,62.701294,2537,6463,1724
flash,c2,flash_c2,arthur_conan_doyle,10,1,initial,True,0,288,288,per_call_sum,1255,gemini-2.5-flash,FinishReason.STOP,29.075955,1967,1616,1925
flash,c2,flash_c2,arthur_conan_doyle,10,2,continuation_with_prompt,True,288,1446,1446,per_call_sum,4883,gemini-2.5-flash,FinishReason.MAX_TOKENS,52.222194,2627,6404,1783
flash,c2,flash_c2,arthur_conan_doyle,10,3,continuation_with_prompt,True,1446,1506,1506,per_call_sum,247,gemini-2.5-flash,FinishReason.MAX_TOKENS,66.980414,2649,327,7861
flash,c2,flash_c2,arthur_conan_doyle,10,4,continuation_with_prompt,True,1506,1578,1578,per_call_sum,403,gemini-2.5-flash,FinishReason.MAX_TOKENS,50.726027,2656,505,7683
flash,c2,flash_c2,arthur_conan_doyle,10,5,continuation_with_prompt,True,1578,2645,2645,per_call_sum,5040,gemini-2.5-flash,FinishReason.STOP,57.312742,2629,6442,1319
flash,c2,flash_c2,arthur_conan_doyle,10,6,continuation_with_prompt,True,2645,2724,2724,per_call_sum,487,gemini-2.5-flash,FinishReason.MAX_TOKENS,52.977287,2628,608,7580
flash,c2,flash_c2,arthur_conan_doyle,10,7,continuation_with_prompt,True,2724,2773,2773,per_call_sum,282,gemini-2.5-flash,FinishReason.MAX_TOKENS,61.833653,2621,347,7841
flash,c2,flash_c2,arthur_conan_doyle,10,8,continuation_with_prompt,True,2773,2962,2962,per_call_sum,966,gemini-2.5-flash,FinishReason.MAX_TOKENS,96.687355,2622,1233,6955
flash,c2,flash_c2,arthur_conan_doyle,10,9,continuation_with_prompt,True,2962,3013,3013,per_call_sum,245,gemini-2.5-flash,FinishReason.MAX_TOKENS,56.251054,2640,327,7861
flash,c2,flash_c2,arthur_conan_doyle,10,10,continuation_with_prompt,True,3013,3123,3123,per_call_sum,515,gemini-2.5-flash,FinishReason.MAX_TOKENS,56.051847,2656,664,7524
flash,c2,flash_c2,arthur_conan_doyle,10,11,continuation_with_prompt,True,3123,3766,3766,per_call_sum,2918,gemini-2.5-flash,FinishReason.STOP,40.269399,2643,3784,1757
flash,c2,flash_c2,arthur_conan_doyle,10,12,continuation_with_prompt,True,3766,4042,4042,per_call_sum,1419,gemini-2.5-flash,FinishReason.MAX_TOKENS,56.638399,2639,1841,6347
flash,c2,flash_c2,arthur_conan_doyle,10,13,continuation_with_prompt,True,4042,4495,4495,per_call_sum,1960,gemini-2.5-flash,FinishReason.MAX_TOKENS,45.107876,2661,2580,5608
flash,c2,flash_c2,arthur_conan_doyle,10,14,continuation_with_prompt,True,4495,5651,5651,per_call_sum,5364,gemini-2.5-flash,FinishReason.MAX_TOKENS,52.273691,2643,6904,1283
flash,c2,flash_c2,arthur_conan_doyle,10,15,continuation_with_prompt,True,5651,5703,5703,per_call_sum,254,gemini-2.5-flash,FinishReason.MAX_TOKENS,100.517396,2632,328,7860
flash,c2,flash_c2,arthur_conan_doyle,10,16,continuation_with_prompt,True,5703,7024,7024,per_call_sum,5613,gemini-2.5-flash,FinishReason.MAX_TOKENS,56.693031,2635,7357,829
flash,c2,flash_c2,arthur_conan_doyle,11,1,initial,True,0,261,261,per_call_sum,1015,gemini-2.5-flash,FinishReason.STOP,37.867624,1941,1413,3691
flash,c2,flash_c2,arthur_conan_doyle,11,2,continuation_with_prompt,True,261,516,516,per_call_sum,1033,gemini-2.5-flash,FinishReason.MAX_TOKENS,63.858246,2672,1411,6777
flash,c2,flash_c2,arthur_conan_doyle,11,3,continuation_with_prompt,True,516,655,655,per_call_sum,608,gemini-2.5-flash,FinishReason.MAX_TOKENS,61.069171,2658,799,7389
flash,c2,flash_c2,arthur_conan_doyle,11,4,continuation_with_prompt,True,655,1029,1029,per_call_sum,1874,gemini-2.5-flash,FinishReason.MAX_TOKENS,58.034463,2633,2427,5761
flash,c2,flash_c2,arthur_conan_doyle,11,5,continuation_with_prompt,True,1029,1317,1317,per_call_sum,1406,gemini-2.5-flash,FinishReason.MAX_TOKENS,61.478062,2618,1786,6402
flash,c2,flash_c2,arthur_conan_doyle,11,6,continuation_with_prompt,True,1317,2412,2412,per_call_sum,5464,gemini-2.5-flash,FinishReason.MAX_TOKENS,95.539025,2625,6967,1220
flash,c2,flash_c2,arthur_conan_doyle,11,7,continuation_with_prompt,True,2412,2470,2470,per_call_sum,257,gemini-2.5-flash,FinishReason.MAX_TOKENS,68.334217,2601,328,7860
flash,c2,flash_c2,arthur_conan_doyle,11,8,continuation_with_prompt,True,2470,2856,2856,per_call_sum,1746,gemini-2.5-flash,FinishReason.MAX_TOKENS,96.792661,2599,2215,5973
flash,c2,flash_c2,arthur_conan_doyle,11,9,continuation_with_prompt,True,2856,3104,3104,per_call_sum,1351,gemini-2.5-flash,FinishReason.MAX_TOKENS,62.86653,2595,1728,6460
flash,c2,flash_c2,arthur_conan_doyle,11,10,continuation_with_prompt,True,3104,3410,3410,per_call_sum,1427,gemini-2.5-flash,FinishReason.MAX_TOKENS,70.976405,2622,1857,6331
flash,c2,flash_c2,arthur_conan_doyle,11,11,continuation_with_prompt,True,3410,4566,4566,per_call_sum,5829,gemini-2.5-flash,FinishReason.MAX_TOKENS,93.987544,2621,7495,692
flash,c2,flash_c2,arthur_conan_doyle,11,12,continuation_with_prompt,True,4566,5739,5739,per_call_sum,5204,gemini-2.5-flash,FinishReason.MAX_TOKENS,64.876692,2594,6722,1465
flash,c2,flash_c2,arthur_conan_doyle,11,13,continuation_with_prompt,True,5739,6221,6221,per_call_sum,2208,gemini-2.5-flash,FinishReason.MAX_TOKENS,99.400051,2629,2864,5324
flash,c2,flash_c2,arthur_conan_doyle,12,1,initial,True,0,222,222,per_call_sum,1641,gemini-2.5-flash,FinishReason.STOP,33.204177,1867,1959,3912
flash,c2,flash_c2,arthur_conan_doyle,12,2,continuation_with_prompt,True,222,273,273,per_call_sum,243,gemini-2.5-flash,FinishReason.MAX_TOKENS,66.94011,2483,325,7863
