source_type,condition,feature,chunk_size,start_mark,author,cohort,sample_id,prompt_source_book,run_id,predicted_author,correct
llm,flash,f3,2000,0,harold_l_goodwin,new,generated_texts_positional_mechanism_v1/flash_c2/harold_l_goodwin/run_19.txt,gutenberg_texts/31581.txt,19,harold_l_goodwin,1
llm,flash,f3,2000,0,harold_l_goodwin,new,generated_texts_positional_mechanism_v1/flash_c2/harold_l_goodwin/run_20.txt,gutenberg_texts/31589.txt,20,herbert_george_wells,0
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_01.txt,gutenberg_texts/3635.txt,1,mary_shelley,0
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_02.txt,gutenberg_texts/4787.txt,2,kathleen_thompson_norris,1
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_03.txt,gutenberg_texts/3635.txt,3,charles_dickens,0
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_04.txt,gutenberg_texts/4787.txt,4,john_c_hutcheson,0
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_05.txt,gutenberg_texts/3635.txt,5,mary_shelley,0
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_06.txt,gutenberg_texts/4787.txt,6,charles_dickens,0
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_07.txt,gutenberg_texts/3635.txt,7,charles_dickens,0
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_08.txt,gutenberg_texts/4787.txt,8,kathleen_thompson_norris,1
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_09.txt,gutenberg_texts/3635.txt,9,mary_shelley,0
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_10.txt,gutenberg_texts/4787.txt,10,kathleen_thompson_norris,1
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_11.txt,gutenberg_texts/3635.txt,11,oscar_wilde,0
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_12.txt,gutenberg_texts/4787.txt,12,kathleen_thompson_norris,1
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_13.txt,gutenberg_texts/3635.txt,13,oscar_wilde,0
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_14.txt,gutenberg_texts/4787.txt,14,kathleen_thompson_norris,1
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_15.txt,gutenberg_texts/3635.txt,15,mary_shelley,0
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_16.txt,gutenberg_texts/4787.txt,16,charles_dickens,0
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_17.txt,gutenberg_texts/3635.txt,17,charles_dickens,0
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_18.txt,gutenberg_texts/4787.txt,18,kathleen_thompson_norris,1
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_19.txt,gutenberg_texts/3635.txt,19,oscar_wilde,0
llm,flash,f3,2000,0,kathleen_thompson_norris,new,generated_texts_positional_mechanism_v1/flash_c2/kathleen_thompson_norris/run_20.txt,gutenberg_texts/4787.txt,20,kathleen_thompson_norris,1
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_01.txt,gutenberg_texts/9462.txt,1,agnes_may_fleming,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_02.txt,gutenberg_texts/18656.txt,2,herbert_george_wells,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_03.txt,gutenberg_texts/9462.txt,3,agnes_may_fleming,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_04.txt,gutenberg_texts/18656.txt,4,arthur_conan_doyle,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_05.txt,gutenberg_texts/9462.txt,5,kathleen_thompson_norris,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_06.txt,gutenberg_texts/18656.txt,6,arthur_conan_doyle,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_07.txt,gutenberg_texts/9462.txt,7,kathleen_thompson_norris,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_08.txt,gutenberg_texts/18656.txt,8,herbert_george_wells,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_09.txt,gutenberg_texts/9462.txt,9,arthur_conan_doyle,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_10.txt,gutenberg_texts/18656.txt,10,herbert_george_wells,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_11.txt,gutenberg_texts/9462.txt,11,robert_sidney_bowen,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_12.txt,gutenberg_texts/18656.txt,12,herbert_george_wells,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_13.txt,gutenberg_texts/9462.txt,13,robert_sidney_bowen,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_14.txt,gutenberg_texts/18656.txt,14,herbert_george_wells,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_15.txt,gutenberg_texts/9462.txt,15,charles_dickens,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_16.txt,gutenberg_texts/18656.txt,16,arthur_conan_doyle,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_17.txt,gutenberg_texts/9462.txt,17,agnes_may_fleming,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_18.txt,gutenberg_texts/18656.txt,18,herbert_george_wells,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_19.txt,gutenberg_texts/9462.txt,19,agnes_may_fleming,0
llm,flash,f3,2000,0,arthur_scott_bailey,new,generated_texts_positional_mechanism_v1/flash_c2/arthur_scott_bailey/run_20.txt,gutenberg_texts/18656.txt,20,herbert_george_wells,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_01.txt,gutenberg_texts/8741.txt,1,mary_shelley,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_02.txt,gutenberg_texts/9378.txt,2,charles_dickens,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_03.txt,gutenberg_texts/8741.txt,3,mary_shelley,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_04.txt,gutenberg_texts/9378.txt,4,charles_dickens,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_05.txt,gutenberg_texts/8741.txt,5,mary_shelley,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_06.txt,gutenberg_texts/9378.txt,6,charles_dickens,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_07.txt,gutenberg_texts/8741.txt,7,mary_shelley,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_08.txt,gutenberg_texts/9378.txt,8,charles_dickens,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_09.txt,gutenberg_texts/8741.txt,9,mary_shelley,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_10.txt,gutenberg_texts/9378.txt,10,jane_austen,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_11.txt,gutenberg_texts/8741.txt,11,charles_dickens,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_12.txt,gutenberg_texts/9378.txt,12,oscar_wilde,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_13.txt,gutenberg_texts/8741.txt,13,mary_shelley,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_14.txt,gutenberg_texts/9378.txt,14,charles_dickens,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_15.txt,gutenberg_texts/8741.txt,15,mary_shelley,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_16.txt,gutenberg_texts/9378.txt,16,kathleen_thompson_norris,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_17.txt,gutenberg_texts/8741.txt,17,mary_shelley,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_18.txt,gutenberg_texts/9378.txt,18,kathleen_thompson_norris,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_19.txt,gutenberg_texts/8741.txt,19,mary_shelley,0
llm,flash,f3,2000,0,louis_joseph_vance,new,generated_texts_positional_mechanism_v1/flash_c2/louis_joseph_vance/run_20.txt,gutenberg_texts/9378.txt,20,kathleen_thompson_norris,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_01.txt,gutenberg_texts/16918.txt,1,herbert_george_wells,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_02.txt,gutenberg_texts/8874.txt,2,charles_dickens,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_03.txt,gutenberg_texts/16918.txt,3,oscar_wilde,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_04.txt,gutenberg_texts/8874.txt,4,charles_dickens,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_05.txt,gutenberg_texts/16918.txt,5,charles_dickens,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_06.txt,gutenberg_texts/8874.txt,6,charles_dickens,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_07.txt,gutenberg_texts/16918.txt,7,kathleen_thompson_norris,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_08.txt,gutenberg_texts/8874.txt,8,john_c_hutcheson,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_09.txt,gutenberg_texts/16918.txt,9,herbert_george_wells,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_10.txt,gutenberg_texts/8874.txt,10,charles_dickens,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_11.txt,gutenberg_texts/16918.txt,11,kathleen_thompson_norris,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_12.txt,gutenberg_texts/8874.txt,12,charles_dickens,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_13.txt,gutenberg_texts/16918.txt,13,oscar_wilde,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_14.txt,gutenberg_texts/8874.txt,14,kathleen_thompson_norris,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_15.txt,gutenberg_texts/16918.txt,15,kathleen_thompson_norris,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_16.txt,gutenberg_texts/8874.txt,16,charles_dickens,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_17.txt,gutenberg_texts/16918.txt,17,charles_dickens,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_18.txt,gutenberg_texts/8874.txt,18,charles_dickens,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_19.txt,gutenberg_texts/16918.txt,19,charles_dickens,0
llm,flash,f3,2000,0,susan_warner,new,generated_texts_positional_mechanism_v1/flash_c2/susan_warner/run_20.txt,gutenberg_texts/8874.txt,20,mary_shelley,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_01.txt,gutenberg_texts/12360.txt,1,herbert_george_wells,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_02.txt,gutenberg_texts/13960.txt,2,charles_dickens,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_03.txt,gutenberg_texts/12360.txt,3,oscar_wilde,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_04.txt,gutenberg_texts/13960.txt,4,herbert_george_wells,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_05.txt,gutenberg_texts/12360.txt,5,herbert_george_wells,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_06.txt,gutenberg_texts/13960.txt,6,herbert_george_wells,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_07.txt,gutenberg_texts/12360.txt,7,kathleen_thompson_norris,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_08.txt,gutenberg_texts/13960.txt,8,oscar_wilde,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_09.txt,gutenberg_texts/12360.txt,9,herbert_george_wells,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_10.txt,gutenberg_texts/13960.txt,10,herbert_george_wells,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_11.txt,gutenberg_texts/12360.txt,11,herbert_george_wells,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_12.txt,gutenberg_texts/13960.txt,12,herbert_george_wells,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_13.txt,gutenberg_texts/12360.txt,13,charles_dickens,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_14.txt,gutenberg_texts/13960.txt,14,charles_dickens,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_15.txt,gutenberg_texts/12360.txt,15,oscar_wilde,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_16.txt,gutenberg_texts/13960.txt,16,herbert_george_wells,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_17.txt,gutenberg_texts/12360.txt,17,kathleen_thompson_norris,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_18.txt,gutenberg_texts/13960.txt,18,herbert_george_wells,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_19.txt,gutenberg_texts/12360.txt,19,charles_dickens,0
llm,flash,f3,2000,0,ethel_m_dell,new,generated_texts_positional_mechanism_v1/flash_c2/ethel_m_dell/run_20.txt,gutenberg_texts/13960.txt,20,charles_dickens,0
llm,pro,f3,2000,0,jane_austen,existing,generated_texts_positional_mechanism_v1/pro_c2/jane_austen/run_01.txt,full_books/jane_austen_full.txt,1,arthur_conan_doyle,0
llm,pro,f3,2000,0,jane_austen,existing,generated_texts_positional_mechanism_v1/pro_c2/jane_austen/run_02.txt,full_books/jane_austen_full.txt,2,oscar_wilde,0
llm,pro,f3,2000,0,jane_austen,existing,generated_texts_positional_mechanism_v1/pro_c2/jane_austen/run_03.txt,gutenberg_texts/161.txt,3,oscar_wilde,0
llm,pro,f3,2000,0,jane_austen,existing,generated_texts_positional_mechanism_v1/pro_c2/jane_austen/run_04.txt,full_books/jane_austen_full.txt,4,oscar_wilde,0
llm,pro,f3,2000,0,jane_austen,existing,generated_texts_positional_mechanism_v1/pro_c2/jane_austen/run_05.txt,full_books/jane_austen_full.txt,5,oscar_wilde,0
llm,pro,f3,2000,0,jane_austen,existing,generated_texts_positional_mechanism_v1/pro_c2/jane_austen/run_06.txt,gutenberg_texts/161.txt,6,oscar_wilde,0
llm,pro,f3,2000,0,jane_austen,existing,generated_texts_positional_mechanism_v1/pro_c2/jane_austen/run_07.txt,full_books/jane_austen_full.txt,7,arthur_conan_doyle,0
llm,pro,f3,2000,0,jane_austen,existing,generated_texts_positional_mechanism_v1/pro_c2/jane_austen/run_08.txt,full_books/jane_austen_full.txt,8,oscar_wilde,0
llm,pro,f3,2000,0,jane_austen,existing,generated_texts_positional_mechanism_v1/pro_c2/jane_austen/run_09.txt,gutenberg_texts/161.txt,9,agnes_may_fleming,0
llm,pro,f3,2000,0,jane_austen,existing,generated_texts_positional_mechanism_v1/pro_c2/jane_austen/run_10.txt,full_books/jane_austen_full.txt,10,oscar_wilde,0
llm,pro,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/pro_c2/herbert_george_wells/run_01.txt,full_books/herbert_george_wells_full.txt,1,harold_l_goodwin,0
llm,pro,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/pro_c2/herbert_george_wells/run_02.txt,gutenberg_texts/35.txt,2,mary_shelley,0
llm,pro,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/pro_c2/herbert_george_wells/run_03.txt,full_books/herbert_george_wells_full.txt,3,ethel_m_dell,0
llm,pro,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/pro_c2/herbert_george_wells/run_04.txt,gutenberg_texts/35.txt,4,mary_shelley,0
llm,pro,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/pro_c2/herbert_george_wells/run_05.txt,full_books/herbert_george_wells_full.txt,5,harold_l_goodwin,0
llm,pro,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/pro_c2/herbert_george_wells/run_06.txt,gutenberg_texts/35.txt,6,mary_shelley,0
llm,pro,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/pro_c2/herbert_george_wells/run_07.txt,full_books/herbert_george_wells_full.txt,7,ethel_m_dell,0
llm,pro,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/pro_c2/herbert_george_wells/run_08.txt,gutenberg_texts/35.txt,8,mary_shelley,0
llm,pro,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/pro_c2/herbert_george_wells/run_09.txt,full_books/herbert_george_wells_full.txt,9,ethel_m_dell,0
llm,pro,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/pro_c2/herbert_george_wells/run_10.txt,gutenberg_texts/35.txt,10,joseph_conrad,0
llm,pro,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/pro_c2/agnes_may_fleming/run_01.txt,full_books/agnes_may_fleming_full.txt,1,agnes_may_fleming,1
llm,pro,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/pro_c2/agnes_may_fleming/run_02.txt,gutenberg_texts/7063.txt,2,arthur_conan_doyle,0
llm,pro,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/pro_c2/agnes_may_fleming/run_03.txt,full_books/agnes_may_fleming_full.txt,3,herbert_george_wells,0
llm,pro,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/pro_c2/agnes_may_fleming/run_04.txt,gutenberg_texts/7063.txt,4,arthur_conan_doyle,0
llm,pro,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/pro_c2/agnes_may_fleming/run_05.txt,full_books/agnes_may_fleming_full.txt,5,herbert_george_wells,0
llm,pro,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/pro_c2/agnes_may_fleming/run_06.txt,gutenberg_texts/7063.txt,6,arthur_conan_doyle,0
llm,pro,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/pro_c2/agnes_may_fleming/run_07.txt,full_books/agnes_may_fleming_full.txt,7,charles_dickens,0
llm,pro,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/pro_c2/agnes_may_fleming/run_08.txt,gutenberg_texts/7063.txt,8,arthur_conan_doyle,0
llm,pro,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/pro_c2/agnes_may_fleming/run_09.txt,full_books/agnes_may_fleming_full.txt,9,agnes_may_fleming,1
llm,pro,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/pro_c2/agnes_may_fleming/run_10.txt,gutenberg_texts/7063.txt,10,arthur_conan_doyle,0
llm,pro,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/pro_c2/charles_dickens/run_01.txt,gutenberg_texts/46.txt,1,charles_dickens,1
llm,pro,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/pro_c2/charles_dickens/run_02.txt,gutenberg_texts/98.txt,2,herbert_george_wells,0
llm,pro,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/pro_c2/charles_dickens/run_03.txt,gutenberg_texts/1400.txt,3,herbert_george_wells,0
llm,pro,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/pro_c2/charles_dickens/run_04.txt,gutenberg_texts/46.txt,4,charles_dickens,1
llm,pro,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/pro_c2/charles_dickens/run_05.txt,gutenberg_texts/98.txt,5,herbert_george_wells,0
llm,pro,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/pro_c2/charles_dickens/run_06.txt,gutenberg_texts/1400.txt,6,joseph_conrad,0
llm,pro,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/pro_c2/charles_dickens/run_07.txt,gutenberg_texts/46.txt,7,charles_dickens,1
llm,pro,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/pro_c2/charles_dickens/run_08.txt,gutenberg_texts/98.txt,8,herbert_george_wells,0
llm,pro,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/pro_c2/charles_dickens/run_09.txt,gutenberg_texts/1400.txt,9,herbert_george_wells,0
llm,pro,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/pro_c2/charles_dickens/run_10.txt,gutenberg_texts/46.txt,10,charles_dickens,1
llm,pro,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/pro_c2/mark_twain/run_01.txt,gutenberg_texts/74.txt,1,herbert_george_wells,0
llm,pro,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/pro_c2/mark_twain/run_02.txt,gutenberg_texts/76.txt,2,robert_sidney_bowen,0
llm,pro,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/pro_c2/mark_twain/run_03.txt,gutenberg_texts/74.txt,3,arthur_conan_doyle,0
llm,pro,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/pro_c2/mark_twain/run_04.txt,gutenberg_texts/76.txt,4,herbert_george_wells,0
llm,pro,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/pro_c2/mark_twain/run_05.txt,gutenberg_texts/74.txt,5,arthur_conan_doyle,0
llm,pro,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/pro_c2/mark_twain/run_06.txt,gutenberg_texts/76.txt,6,herbert_george_wells,0
llm,pro,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/pro_c2/mark_twain/run_07.txt,gutenberg_texts/74.txt,7,herbert_george_wells,0
llm,pro,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/pro_c2/mark_twain/run_08.txt,gutenberg_texts/76.txt,8,herbert_george_wells,0
llm,pro,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/pro_c2/mark_twain/run_09.txt,gutenberg_texts/74.txt,9,harold_l_goodwin,0
