sample_id,author,book,mark_index,mark,context,manual_state,notes
S094,john_c_hutcheson,gutenberg_texts/21108.txt,324,",","ly sailed round the world; for in my voyage to Java and back I will have to `double the Cape,' as sailors say!"" ""Yes, that you will, my boy ⟦,⟧ "" chimed in his mother, anxious to sustain this buoyant change in his humour, and drive away the somewhat melancholy tone she had unwittingl",dialogue,
S095,john_c_hutcheson,gutenberg_texts/21107.txt,1006,",","same again if he made fun of my father. He said I told lies when I was telling the truth."" ""Well, well, that's all right,"" said my rescuer ⟦,⟧ soothingly. ""I've no doubt I should have struck him, too, if I had been in your place. I like you for standing up to him so bravely, and",narration,
S096,charles_dickens,gutenberg_texts/98.txt,3424,",","the House came with its hands in its pockets, and you could hardly blink at it in the dismal twilight. Your money came out of, or went into ⟦,⟧ wormy old wooden drawers, particles of which flew up your nose and down your throat when they were opened and shut. Your bank-notes had a m",narration,
S097,kathleen_thompson_norris,gutenberg_texts/28301.txt,12055,",","s pocket-book the thin leather case she had given him, holding on one side a photograph of the three heads of Rose, his mother, and the baby ⟦,⟧ and on the other an enchanting shadow of the loosened soft hair and the serious profile that was Norma. And as he stood looking at it, wit",narration,
S098,charles_dickens,gutenberg_texts/98.txt,6349,",","was accustomed to be with them as the family friend, talking, reading, looking out of window, and generally getting through the day; thirdly ⟦,⟧ because he happened to have his own little shrewd doubts to solve, and knew how the ways of the Doctor’s household pointed to that time as",narration,
S099,mark_twain,gutenberg_texts/86.txt,15018,",","se. And there was pity in his voice --how seldom a sound that was in that ignorant and savage land! I remember every detail of what he said ⟦,⟧ except the words he said it in; and so I change it into my own words: “Law is intended to mete out justice. Sometimes it fails. This cann",narration,
S100,oscar_wilde,gutenberg_texts/174.txt,11409,",","ather curiously shaped iron clamps. “Shall I leave the things here, sir?” he asked Campbell. “Yes,” said Dorian. “And I am afraid, Francis ⟦,⟧ that I have another errand for you. What is the name of the man at Richmond who supplies Selby with orchids?” “Harden, sir.” “Yes—Harden.",dialogue,
S101,joseph_conrad,gutenberg_texts/5658.txt,13020,.,"“Well, I am all right anyhow.” ‘I observed quickly that he had found that out in the end. I had been sure of it, I added. He shook his head ⟦.⟧ “Were you?” He pressed my arm lightly above the elbow. “Well, then--you were right.” ‘There was elation and pride, there was awe almost, i",dialogue,Marlow's framed oral narration; the mark sits outside the inner double-quoted speech
S102,susan_warner,gutenberg_texts/16918.txt,2086,;,"ng present wants and future contingencies, went beyond, to the issues, and to the secret springs that move them. An earnest and painful look ⟦;⟧ a look of patient care and meek reliance; so earnest, so intent, so distant in its gaze, that told well it was a path the mind often travel",narration,
S103,charlotte_bronte,gutenberg_texts/30486.txt,43771,"""","s I too _can_ bear to leave you. But reply, Shirley, my pupil, my sovereign--reply.' ""'Die without me if you will; live for me if you dare. ⟦'⟧ ""'I am not afraid of you, my leopardess. I _dare_ live for and with you, from this hour till my death. Now, then, I have you. You are mine",dialogue,
S104,ethel_m_dell,gutenberg_texts/13960.txt,11501,.,"d her. Toby was looking wonderfully pretty that day. She varied as a landscape varies on a windy day, but that afternoon she was at her best ⟦.⟧ Her blue eyes looked forth upon the crowd with a hint of audacity, and her _piquante_ little face was full of charm. Bunny's look dwelt up",narration,
S105,louis_joseph_vance,gutenberg_texts/8741.txt,5244,"""","ow where to find me, drop in some evening and have a cigar and a chat. I'm in town a good deal, off and on, and always glad to see a friend. ⟦""⟧ At another time, and with another man, Anisty would not have ventured to play his catch so roughly; but, as he had reckoned, the comfortab",dialogue,
S106,susan_warner,gutenberg_texts/29824.txt,11804,",","not been the least keen, though she watched without seeming to watch. She saw how the minister and her daughter came slowly over the meadow ⟦,⟧ engaged with each other's conversation, while Miss Masters tripped on before them. She noticed the pause in their walk, Diana's slow, thoug",narration,
S107,charles_dickens,gutenberg_texts/98.txt,16952,",","s he himself was into sores. Stooping down beside him, the road-mender tried to get a peep at secret weapons in his breast or where not; but ⟦,⟧ in vain, for he slept with his arms crossed upon him, and set as resolutely as his lips. Fortified towns with their stockades, guard-houses",narration,
S108,mary_shelley,gutenberg_texts/18247.txt,6807,",","om the too great energy of her passions; and the concentrated self-will of which this was a sign, was destined to destroy even the very idol ⟦,⟧ to preserve whose respect she submitted to this detail of wretchedness. Their intercourse continued. By degrees Evadne related to her frie",narration,
S109,jane_austen,gutenberg_texts/161.txt,10055,.,"d to send three miles for their meat, and have not a neighbour nearer than your mother. Well, I shall spirit up the Colonel as soon as I can ⟦.⟧ One shoulder of mutton, you know, drives another down. If we _can_ but put Willoughby out of her head!” “Ay, if we can do _that_, Ma’am,”",dialogue,
S110,louis_joseph_vance,gutenberg_texts/9779.txt,9974,"""","ich he brought forth a bottle and a dirty glass, and, turning toward the table, for the first time became sensible of Kirkwood’s presence. ⟦“⟧ Ow, there you are, eigh, little bright-eyes!” he exclaimed with surprised animation. “Good morning, Captain Stryker,” said Kirkwood, rising",dialogue,
S111,joseph_conrad,gutenberg_texts/219.txt,287,",","dea—something you can set up, and bow down before, and offer a sacrifice to^.” He broke off. Flames glided in the river, small green flames ⟦,⟧ red flames, white flames, pursuing, overtaking, joining, crossing each other—then separating slowly or hastily. The traffic of the great ci",narration,
S112,susan_warner,gutenberg_texts/16918.txt,45508,;,"tart in that fashion at every time. --"" Meanwhile she was making her way as well as she could, over rocks and briars, towards the new-comer ⟦;⟧ and did not look up till she answered his greeting -- ""Good morning! --"" It was very cheerfully spoken. ""Good morning,"" said Elizabeth,",narration,
S113,agnes_may_fleming,full_books/agnes_may_fleming_full.txt,17835,.,"busy life. Pages, and attendants, and soldiers, moving hither and thither, or lounging about, preparing for the morning's journey to Oxford ⟦.⟧ Among the rest Sir Norman observed Hubert, lying very much at his ease wrapped in his cloak, on the ground, and chatting languidly with a p",narration,
S114,agnes_may_fleming,gutenberg_texts/7063.txt,28307,",","their eyes, and there shall be no more death; neither sorrow nor crying; neither shall there be any more pain."" He drew a long, long breath ⟦,⟧ like one who is very weary and sees rest near. ""Darling,"" he said, ""how pale you are--white as a spirit. Go out for a little into the air-",narration,
S115,oscar_wilde,gutenberg_texts/174.txt,1066,.,"nry looked at him. Yes, he was certainly wonderfully handsome, with his finely curved scarlet lips, his frank blue eyes, his crisp gold hair ⟦.⟧ There was something in his face that made one trust him at once. All the candour of youth was there, as well as all youth’s passionate puri",narration,
S116,joseph_conrad,gutenberg_texts/219.txt,792,",","saken wilderness, with a tin shed and a flag-pole lost in it; landed more soldiers—to take care of the custom-house clerks, presumably. Some ⟦,⟧ I heard, got drowned in the surf; but whether they did or not, nobody seemed particularly to care. They were just flung out there, and on w",dialogue,Marlow's framed oral narration (Heart of Darkness)
S117,mary_shelley,gutenberg_texts/18247.txt,24009,",","on in our progress. But now we entered it with a torpor more painful than acute suffering. We had come slowly but irrevocably to the opinion ⟦,⟧ that our utmost efforts would not preserve one human being alive. We took our hands therefore away from the long grasped rudder; and the fr",narration,
S118,charlotte_bronte,gutenberg_texts/30486.txt,22401,",","to it by a disdainful silence. ""Joe,"" continued Miss Keeldar, ""I never yet could ascertain properly whether you are a Whig or a Tory. Pray ⟦,⟧ which party has the honour of your alliance?"" ""It is rayther difficult to explain where you are sure not to be understood,"" was Joe's haug",dialogue,
S119,joseph_conrad,gutenberg_texts/5658.txt,9640,.,"is head down, and came back, stepping deliberately. “I always thought that if a fellow could begin with a clean slate . . . And now you . . ⟦.⟧ in a measure . . . yes . . . clean slate.” I waved my hand, and he marched out without looking back; the sound of his footfalls died out gr",dialogue,
S120,ethel_m_dell,gutenberg_texts/13547.txt,9528,",","re still upon her, gravely watchful, but they expressed nothing of impatience or exasperation. Very quietly he waited. ""Shall we say August ⟦,⟧ then?"" said Chris, in a small, shy voice, not looking at him. ""Will your aunt remain in town for August?"" he asked. ""But we are not oblig",dialogue,
S121,charles_dickens,gutenberg_texts/1400.txt,24256,",","case from the bottom to the top and found no one there. It then occurred to me as possible that the man might have slipped into my rooms; so ⟦,⟧ lighting my candle at the watchman’s, and leaving him standing at the door, I examined them carefully, including the room in which my dread",narration,
S122,susan_warner,gutenberg_texts/29824.txt,11624,"""","erstand,"" said the minister. ""You are getting my ideas in a very involved state."" ""No, I am not! I say, it is better to make no profession. ⟦""⟧ ""Better than what? What is the alternative?"" ""O, you know. Now you are catechizing me. It is better to make no profession, than to make i",dialogue,
S123,john_c_hutcheson,gutenberg_texts/21107.txt,8972,"""","teration in the quizzical look with which he had at first regarded me, under the evident idea that I had discovered another ""mare's nest."" ⟦""⟧ By Jingo, Mister Leigh, you're right after all!"" he exclaimed, his face turning pale as if with sudden fright. ""What, do you think we're ru",dialogue,
S124,louis_joseph_vance,gutenberg_texts/9378.txt,4503,.,"ned which again upset Lanyard's plans: a belated fiacre hove up out of the mist and ranged alongside, its driver loudly soliciting patronage ⟦.⟧ Beneath his breath Lanyard cursed the man liberally, nothing could have been more inopportune; he needed that uncouth conveyance for his o",narration,
S125,susan_warner,gutenberg_texts/8874.txt,40204,",","n packed up for exportation, neither eye nor memory could light upon a single one. Block after block was passed, the pace at which he walked ⟦,⟧ and the manner of his care for her, alone shewing that he knew what a very light hand was resting upon his arm. ""How pretty the curl of bl",narration,
S126,charlotte_bronte,gutenberg_texts/30486.txt,24331,;,"s, of course, there is no real danger to be apprehended now. Weeks will elapse before the rioters can again rally, or plan any other attempt ⟦;⟧ and I am much mistaken if Moore and Mr. Helstone will not take advantage of last night's outbreak to quell them altogether. They will frigh",dialogue,reassurance spoken to Caroline after the mill riot; uncertain - Shirley's narrator also uses first person
S127,john_c_hutcheson,gutenberg_texts/21108.txt,17724,!,"s alarmed at seeing his brother lying motionless on the ground. But, there was no answer; nor did Fritz even move at the sound of his voice ⟦!⟧ CHAPTER THIRTY. ANOTHER MISHAP. In another minute Eric arrived where his brother was lying; when, throwing himself on his knees, he be",narration,
S128,susan_warner,gutenberg_texts/16918.txt,2012,",","she would let her mind go back to it; the associations were on every hand; neither was the struggle over. She turned her back upon the room ⟦,⟧ and sitting down in Winthrop's chair bent her look as he had done into the decaying bed of coals. He was standing in the shadow of the man",narration,
S129,mildred_wirt,gutenberg_texts/35082.txt,2069,",","and returned with the desired article. ""There's still a little water in my boat,"" Penny explained. ""Thought I'd sop it up."" ""Let me do it ⟦,⟧ "" Sara offered. Without waiting for permission she went to the sailboat, and with a friendly nod at the astonished Louise, began to sponge o",dialogue,
S130,charles_dickens,gutenberg_texts/1400.txt,3393,"""","es, Joe.” “Consequence, my mother and me we ran away from my father several times; and then my mother she’d go out to work, and she’d say, ⟦“⟧ Joe,” she’d say, “now, please God, you shall have some schooling, child,” and she’d put me to school. But my father were that good in his ha",dialogue,
S131,joseph_conrad,gutenberg_texts/2021.txt,8574,",","ian, the Capataz de Cargadores, the only man fit for such an errand, and had sent a message through him. Father Corbelan had studied in Rome ⟦,⟧ and could speak Italian. The Capataz was known to visit the old Dominican Convent at night. An old woman who served the Grand Vicar had hea",narration,
S132,charlotte_bronte,gutenberg_texts/1260.txt,24426,",",": a few words had been spoken, a calmly pronounced objection to the marriage made; some stern, short questions put by Mr. Rochester; answers ⟦,⟧ explanations given, evidence adduced; an open admission of the truth had been uttered by my master; then the living proof had been seen; th",narration,
S133,charlotte_bronte,gutenberg_texts/30486.txt,26736,",","w arrivals occasioned in the neighbourhood, Caroline was limited once more to the gray rectory, the solitary morning walk in remote by-paths ⟦,⟧ the long, lonely afternoon sitting in a quiet parlour which the sun forsook at noon, or in the garden alcove where it shone bright, yet sad",narration,
S134,charlotte_bronte,gutenberg_texts/9182.txt,7483,",","of the mind which is rather soothed than irritated by misconstruction; and in quarters where we can never be rightly known, we take pleasure ⟦,⟧ I think, in being consummately ignored. What honest man, on being casually taken for a housebreaker, does not feel rather tickled than vexe",narration,
S135,mark_twain,gutenberg_texts/76.txt,10836,?,"for to force out compliments; and the people all knowed everything was tiptop, and said so—said “How _do_ you get biscuits to brown so nice ⟦?⟧ ” and “Where, for the land’s sake, _did_ you get these amaz’n pickles?” and all that kind of humbug talky-talk, just the way people always d",dialogue,
S136,charlotte_bronte,gutenberg_texts/30486.txt,43811,"""","sir? are we equal at last?' ""'You are younger, frailer, feebler, more ignorant than I.' ""'Will you be good to me, and never tyrannize?' "" ⟦'⟧ Will you let me breathe, and not bewilder me? You must not smile at present. The world swims and changes round me. The sun is a dizzying sca",dialogue,
S137,charlotte_bronte,gutenberg_texts/30486.txt,4714,",","ck it, with that frosty breath of hers, which is as nipping as any north wind."" ""No cottage would be happy then."" ""When I speak of poverty ⟦,⟧ I do not so much mean the natural, habitual poverty of the working-man, as the embarrassed penury of the man in debt. My grub-worm is alway",dialogue,
S138,susan_warner,gutenberg_texts/16918.txt,24182,"""","I slept in last night,"" said her brother. ""Yes, but where? I don't see any bed."" ""You don't see it by day. It only shews itself at night. ⟦""⟧ ""But where is it, Governor?"" ""You're sitting on it, Winnie."" ""This! --"" ""What is the matter with it?"" ""Why, --"" said Winnie, looking d",dialogue,
S139,joseph_conrad,gutenberg_texts/2021.txt,16156,.,"changed. The colonel’s off-hand civility was slightly irresolute, as though he were in doubt if civility were the proper course in this case ⟦.⟧ He observed Captain Mitchell attentively before he spoke from the big armchair behind the table in a condescending voice-- “I have conclud",narration,
S140,charles_dickens,gutenberg_texts/98.txt,11643,",","overtaking him and hopping on at his side--perhaps taking his arm--it was a pursuer to shun. It was an inconsistent and ubiquitous fiend too ⟦,⟧ for, while it was making the whole night behind him dreadful, he darted out into the roadway to avoid dark alleys, fearful of its coming ho",narration,
S141,robert_sidney_bowen,gutenberg_texts/32440.txt,4092,.,"mmand. We've got to get back quickly, Dave, and I'm afraid we can't do that by walking all the way."" ""No, I guess not,"" Dave said unhappily ⟦.⟧ ""But we'd be taking a heck of a chance trying to thumb a ride. Maybe, though, if we moved over close to that road over there, an empty truc",narration,
S142,arthur_scott_bailey,gutenberg_texts/18656.txt,862,"""","he snapped, ""you don't take me for a yearling. Just because I'm a pony--and small--you needn't think I'm an infant. Why, I'm five years old! ⟦""⟧ Old Ebenezer yawned. It seemed as if he was always sleepy. ""You've a good deal to learn,"" he said. ""When I was five I thought I knew ever",dialogue,
S143,susan_warner,gutenberg_texts/16918.txt,39473,.,"o be guarded or constrained. But there was reason and excuse enough for that, as she knew, or guard and restraint would both have been there ⟦.⟧ When she quitted his hand, it was to hide herself in her room and have one struggle with the feeling of desolation. It was a long one. Eli",narration,
S144,arthur_scott_bailey,gutenberg_texts/24589.txt,1327,"""","ht a glimpse of Mr. Fox that night. First he asked a white-footed deer mouse, who pointed behind him and said that he had just seen Mr. Fox ⟦""⟧ over there."" Then Benny put his question to a frightened prairie dog, who claimed that he had noticed Mr. Fox ""over there,"" as he pointed in",dialogue,
S145,charlotte_bronte,gutenberg_texts/9182.txt,12559,",","apt to become formal and trivial with habit. You have come and poured your heart out; a thing seldom done. I would fain think your case over ⟦,⟧ and take it with me to my oratory. Were you of our faith I should know what to say—a mind so tossed can find repose but in the bosom of ret",dialogue,
S146,john_c_hutcheson,gutenberg_texts/21108.txt,18449,",","ng the brothers more impatient than ever; and, at that moment, the fog suddenly lifted, being rapidly wafted away to leeward over the island ⟦,⟧ enabling the two anxious watchers to see a bit of bright sky overhead, with a twinkling star or two looking down on the raging ocean, now e",narration,
S147,luis_senarens,gutenberg_texts/54648.txt,4596,.,"could not overhaul her. But that air current will add ten miles an hour to our speed.” “Go up, by all means, then!” exclaimed the detective ⟦.⟧ Frank nodded, and sent the machine up several miles, when they entered the great current and sped along faster. From their great elevatio",narration,
S148,mark_twain,gutenberg_texts/86.txt,11437,.,"ring me news of what ye find? Be not afraid to report, for times can come when even a mother's heart is past breaking --being already broke ⟦.⟧ ” “Abide,” said the king, “and give the woman to eat. I will go.” And he put down the knapsack. I turned to start, but the king had alre",dialogue,
S149,oscar_wilde,gutenberg_texts/174.txt,6556,",","n upon his brain that tiny scarlet speck that makes men mad. The picture had not changed. It was folly to think so. Yet it was watching him ⟦,⟧ with its beautiful marred face and its cruel smile. Its bright hair gleamed in the early sunlight. Its blue eyes met his own. A sense of in",narration,
S150,susan_warner,gutenberg_texts/8874.txt,10633,.,";--one of the first young men in England, thought so by himself as well as by others;--this little pure being had been _disappointed_ in him ⟦.⟧ He could not get over it. He reckoned the one judgment worth all the others. Those whose direct or indirect flatteries had been poured at h",narration,
S151,jane_austen,gutenberg_texts/1342.txt,8997,.,"ove; for had I really experienced that pure and elevating passion, I should at present detest his very name, and wish him all manner of evil ⟦.⟧ But my feelings are not only cordial towards _him_, they are even impartial towards Miss King. I cannot find out that I hate her at all, or",narration,"inside Elizabeth's letter to Mrs Gardiner. Convention: letter = narration, not speech"
S152,susan_warner,gutenberg_texts/29824.txt,8518,",","ud,"" she said, with an arch glance at him. ""'Proud?"" echoed Knowlton. ""Yes, I _am_ proud. I have a right to be proud. I do not think, Diana ⟦,⟧ there is such a pearl in all the waters of Arabia as I shall wear on my hand. I do not believe there is a rose to equal you in all the gard",dialogue,
S153,kathleen_thompson_norris,gutenberg_texts/4787.txt,26303,"""","wn boy, put his face in his hands and began to sob. ""Sh--h!"" Jim warned them. Mrs. Toland came in. ""He's better--he wants to see you boys! ⟦""⟧ she said, tremulously happy. Her eyes went from face to face. ""Why, what's the matter?"" she demanded. ""You don't think it's--do you, Richie",dialogue,
S154,harold_l_goodwin,gutenberg_texts/31581.txt,5029,",","s across loose boards, then there was silence. Scotty whispered, ""What do we do now? Wait for the Lone Ranger and Tonto?"" Rick had to grin ⟦,⟧ in spite of their plight. ""Looks like it,"" he agreed. There was something ridiculous about being bundled into an antique Western jail. ""Any",narration,
S155,arthur_conan_doyle,gutenberg_texts/2852.txt,8826,.,"office if there is a message for me.” The boy returned with a telegram, which Holmes handed to me. It ran: Wire received ⟦.⟧ Coming down with unsigned warrant. Arrive five-forty. Lestrade. “That is in answer to mine of this morning. He is the best of",narration,"telegram text, no quote marks. Convention: embedded written document = narration"
S156,charles_dickens,gutenberg_texts/1400.txt,8591,",","match for your master, who’s the dunder-headed king of the noodles. And I couldn’t be a match for the rogues, without being a match for you ⟦,⟧ who are the blackest-looking and the worst rogue between this and France. Now!” “You’re a foul shrew, Mother Gargery,” growled the journey",dialogue,
S157,arthur_conan_doyle,gutenberg_texts/1661.txt,9954,",","ed upon one side. It was pierced in the brim for a hat-securer, but the elastic was missing. For the rest, it was cracked, exceedingly dusty ⟦,⟧ and spotted in several places, although there seemed to have been some attempt to hide the discoloured patches by smearing them with ink.",narration,
S158,susan_warner,gutenberg_texts/8874.txt,25365,"""","have a great desire to do something to distinguish myself--I would make a plum pudding if I had raisins, but there is not one in the house. ⟦""⟧ ""You can get 'em up to Mr. Hemps's for sixpence a pound,"" said Barby. But Fleda shook her head at the sixpence and went on moulding out h",dialogue,
S159,arthur_scott_bailey,gutenberg_texts/18656.txt,1420,"""","out the oxen if I were you,"" Ebenezer replied. ""It seems to me Bright and Broad are old enough and big enough to look out for themselves."" ⟦""⟧ That's just the trouble!"" cried Twinkleheels. ""They're too old and they're too big. They're terribly heavy. If they were stuck in a drift I",dialogue,
S160,jane_austen,gutenberg_texts/161.txt,17874,",","hardened against their merits, and a temper irritated by their very attention. To John, to Fanny, yes, even to them, little as they deserve ⟦,⟧ I had given less than their due. But you, you above all, above my mother, had been wronged by me. I, and only I, knew your heart and its so",dialogue,
S161,mildred_wirt,gutenberg_texts/35082.txt,7297,.,"pt."" ""How many men were there, Noah?"" ""Two."" ""And they came by car?"" ""Bless you, no,"" replied Noah wearily. ""They arrived in a motorboat ⟦.⟧ Of all the pop-poppin' you ever heard! It almost drove my animals crazy."" ""After they talked to you, the men went away again in their boat",dialogue,
S162,charlotte_bronte,gutenberg_texts/1260.txt,2341,;,"d at my dress and mama’s, as if they had never seen a silk gown before.’” “This is the state of things I quite approve,” returned Mrs. Reed ⟦;⟧ “had I sought all England over, I could scarcely have found a system more exactly fitting a child like Jane Eyre. Consistency, my dear Mr.",narration,
S163,luis_senarens,gutenberg_texts/54648.txt,4082,.,"ered, and uttered a fierce cry, while a most diabolical look crossed its projecting face. “Heavens! An ape!” gasped the astonished inventor ⟦.⟧ The brute renewed its fierce struggles. Suddenly tearing itself free, it came at Frank on all four paws, and he retreated. With an agile",narration,
S164,susan_warner,gutenberg_texts/8874.txt,19452,",","anxiously at the tears which seemed to come involuntarily, but she said nothing. ""We are not getting along well at home."" ""I supposed that ⟦,⟧ "" said Mrs. Plumfield quietly. ""But anything new?"" ""Yes--uncle Rolf has let the farm--only think of it!--he has let the farm to that Didenh",dialogue,
S165,agnes_may_fleming,gutenberg_texts/15317.txt,5014,!,"n hour before I did, at least."" Lady Kingsland looked inquiringly. ""Did you not ride Sir Galahad?"" ""Yes, until I was torn from the saddle ⟦!⟧ My dear mother, I met with an adventure last night, and you had like never to see your precious son again."" ""Everard!"" ""Quite true. But",dialogue,
S166,charles_dickens,gutenberg_texts/1400.txt,19608,.,"e man’s eyes looked at me, and then looked over my head, and then looked all round me, and then he drew his hand across his lips and laughed ⟦.⟧ “I think I shall be out of this on Monday, sir,” he said to Wemmick. “Perhaps,” returned my friend, “but there’s no knowing.” “I am glad",narration,
S167,joseph_conrad,gutenberg_texts/5658.txt,15771,"""","omatically. He ranged them in a row. “Link arms!” he ordered. They did so. “The first who withdraws his arm or turns his head is a dead man, ⟦”⟧ he said. “March!” They stepped out together, rigidly; he followed, and at the side the girl, in a trailing white gown, her black hair falli",dialogue,
S168,herbert_george_wells,full_books/herbert_george_wells_full.txt,8860,",","ds from Lord Burdock’s lodge gate. Everything points to a desperate struggle—the trampled ground, the numerous wounds Mr. Wicksteed received ⟦,⟧ his splintered walking-stick; but why the attack was made, save in a murderous frenzy, it is impossible to imagine. Indeed the theory of ma",narration,
S169,arthur_conan_doyle,gutenberg_texts/2852.txt,5581,",","and that I cannot tell it. If it concerned no one but myself I would not try to keep it from you.” A sudden idea occurred to me ⟦,⟧ and I took the candle from the trembling hand of the butler. “He must have been holding it as a signal,” said I. “Let us see",narration,
S170,susan_warner,gutenberg_texts/29824.txt,9040,",","those out-of-the-way posts."" ""Is there so much to do?"" said Diana, half mechanically. Her thoughts were going farther; for grant the facts ⟦,⟧ what did the reasons matter? ""There's a good deal to do sometimes,"" Evan answered in the same way, thinking of more than he chose to speak",narration,
S171,john_c_hutcheson,gutenberg_texts/24267.txt,13125,",","surmised, been washed off the bows or davits of some sea-going vessel through being carelessly fastened, for it was perfectly uninjured, and ⟦,⟧ to the delight of the boys, it had its proper oars and a mast and sails lashed fore and aft under the thwarts. There was also a locker in",narration,
S172,ethel_m_dell,gutenberg_texts/13960.txt,3291,"""","y. ""In fact, she has been asking for you."" ""Ah!"" said Saltash, and turned with ceremony to the captain. ""Have I your permission to go, sir? ⟦""⟧ ""Of course--of course!"" the captain said. ""I shall hope to see you again later, Lord Saltash."" ""Thank you,"" said Saltash, and relaxed int",dialogue,
S173,joseph_conrad,gutenberg_texts/2021.txt,7980,",","to carry her away out of these deadly futilities of pronunciamientos and reforms. All this was wrong--utterly wrong; but she fascinated him ⟦,⟧ and sometimes the sheer sagacity of a phrase would break the charm, replace the fascination by a sudden unwilling thrill of interest. Some",narration,
S174,jane_austen,gutenberg_texts/1342.txt,5530,"""","suit each other? Do you know Mr. Bingley?” “Not at all.” “He is a sweet-tempered, amiable, charming man. He cannot know what Mr. Darcy is. ⟦”⟧ “Probably not; but Mr. Darcy can please where he chooses. He does not want abilities. He can be a conversible companion if he thinks it wo",dialogue,
S175,ethel_m_dell,gutenberg_texts/13547.txt,24619,"""","e his way to Bertrand's room and knocked. There was no immediate reply; then, ""I am busy,"" said Bertrand from within. ""If you please, sir! ⟦""⟧ said Holmes. There was a movement in the room at once, and the door opened. ""Ah! It is the good Holmes!"" said Bertrand. ""I thought that it",dialogue,
S176,joseph_conrad,gutenberg_texts/5658.txt,14985,.,"k in a final outburst, pick up a bit of dry earth or a handful of mud (there was plenty of mud around the house), and fling it into her hair ⟦.⟧ Sometimes, though, she would hold out full of scorn, confronting him in silence, her face sombre and contracted, and only now and then utte",dialogue,Marlow's framed oral narration (Lord Jim)
S177,kathleen_thompson_norris,gutenberg_texts/4787.txt,26639,",","id, in an injured tone, after a pause. ""But is it fair to have it all arranged before I say a word?"" Julia's answer was only a look--a full ⟦,⟧ clear, level look that scorched him like a flame; her cheeks above the black of her gown burned scarlet; she was growing angry. Jim played",narration,
S178,mary_shelley,gutenberg_texts/18247.txt,27291,;,"n the height of St. Peter’s, they have ruled my imagination. I have chosen my boat, and laid in my scant stores. I have selected a few books ⟦;⟧ the principal are Homer and Shakespeare—But the libraries of the world are thrown open to me—and in any port I can renew my stock. I form n",narration,
S179,arthur_scott_bailey,gutenberg_texts/18656.txt,831,.,"e look--were both lost on Twinkleheels. ""I heard Farmer Green tell Johnnie to turn me and you into the pasture to-morrow,"" he told Ebenezer ⟦.⟧ ""Don't you mean 'you and me'?"" Ebenezer suggested mildly. ""Well, it's the same thing, isn't it?"" Twinkleheels retorted. ""There's a sligh",narration,
S180,agnes_may_fleming,gutenberg_texts/15317.txt,11668,?,"out, Miss Silver!"" Mr. Edwards asked. ""Huncommon urgent your business must be to take you from 'ome such a hevening as this. 'Ow's my lady ⟦?⟧ "" ""My lady is not at all well, Mr. Edwards,"" answered Sybilla. ""Sir Everard was obliged to go alone to his mother's, my lady's headache is",dialogue,
S181,joseph_conrad,gutenberg_texts/2021.txt,25626,",","cannot understand you! You are not like other men! I will not give you up--never--only to God himself! But why have you done this blind, mad ⟦,⟧ cruel, frightful thing?” Released, she hung her head, let fall her hands. The altar-cloth, as if tossed by a great wind, lay far away from",dialogue,
S182,charlotte_bronte,gutenberg_texts/30486.txt,8835,",","host. Mr. Sykes now addressed Mr. Helstone, who stood on the hearth, his shovel-hat on his head, watching him significantly with his little ⟦,⟧ keen eyes. ""You, sir, as a clergyman,"" said he, ""may feel it disagreeable to be present amidst scenes of hurry and flurry, and, I may say,",narration,
S183,charlotte_bronte,gutenberg_texts/1260.txt,33169,",","out not being very well that morning, I resumed my task, and succeeded in completing it. St. John put away my books and his, locked his desk ⟦,⟧ and said— “Now, Jane, you shall take a walk; and with me.” “I will call Diana and Mary.” “No; I want only one companion this morning, an",narration,
S184,agnes_may_fleming,gutenberg_texts/7063.txt,23969,.,""" Edith answered, her eyes flashing, ""none! Having married me, not ten thousand family secrets should be strong enough to make him desert me ⟦.⟧ If he had come to me, if he had told me, as he was bound to do before our wedding-day, I would have pitied him with all my soul; if anythin",dialogue,
S185,oscar_wilde,gutenberg_texts/773.txt,1761,!,"over the parapet, and as he came nearer the man looked up, the gas-light falling full upon his face. It was Mr. Podgers, the cheiromantist ⟦!⟧ No one could mistake the fat, flabby face, the gold-rimmed spectacles, the sickly feeble smile, the sensual mouth. Lord Arthur stopped.",narration,
S186,louis_joseph_vance,gutenberg_texts/9779.txt,6568,",","“Pardon me, Mrs. Hallam; I shall explain nothing, at present. Permit me to point out that your position here—like mine—is, to say the least ⟦,⟧ anomalous.” The random stroke told, as he could tell by the instant contraction of her eyes of a cat. “It would be best to defer explanatio",dialogue,
S187,ethel_m_dell,gutenberg_texts/13960.txt,22546,",","at made the wind change?"" Maud asked gently. He looked across at her, the baffling smile still in his eyes. ""The gods played a jest with us ⟦,⟧ "" he said. ""It was only a small jest, but it turned the scale. She fled. That was how I came to realize I couldn't hold her. I had travelled",dialogue,
S188,jane_austen,gutenberg_texts/1342.txt,1635,",","t kind and attentive to him; there had been no formality, no stiffness; he had soon felt acquainted with all the room; and as to Miss Bennet ⟦,⟧ he could not conceive an angel more beautiful. Darcy, on the contrary, had seen a collection of people in whom there was little beauty and",narration,
