row_type,author_set,source_type,condition,feature,chunk_size,author,cohort,n_authors,n_observations,n_correct,macro_accuracy,macro_ci_low,macro_ci_high,micro_accuracy,micro_ci_low,micro_ci_high,cluster_unit,n_clusters,most_predicted
author,all_authors,llm,flash,f1,4000,louis_joseph_vance,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f1,4000,luis_senarens,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f1,4000,mark_twain,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f1,4000,mary_shelley,existing,1,20,10,0.5,0.2,0.8,0.5,0.2,0.8,prompt_source_book,2,
author,all_authors,llm,flash,f1,4000,mildred_wirt,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f1,4000,oscar_wilde,existing,1,20,4,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,flash,f1,4000,robert_sidney_bowen,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f1,4000,susan_warner,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,flash,f3,1000,ALL,all,20,400,50,0.12500000000000003,0.05000000000000001,0.215,0.125,0.05,0.215,author,20,herbert_george_wells:96; mary_shelley:65; charles_dickens:62
author,all_authors,llm,flash,f3,1000,agnes_may_fleming,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,arthur_conan_doyle,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,all_authors,llm,flash,f3,1000,arthur_scott_bailey,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,charles_dickens,existing,1,20,5,0.25,0.14285714285714285,0.42857142857142855,0.25,0.14285714285714285,0.42857142857142855,prompt_source_book,3,
author,all_authors,llm,flash,f3,1000,charlotte_bronte,existing,1,20,1,0.05,0.0,0.1,0.05,0.0,0.1,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,ethel_m_dell,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,harold_l_goodwin,new,1,20,2,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,herbert_george_wells,existing,1,20,5,0.25,0.1,0.4,0.25,0.1,0.4,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,jane_austen,existing,1,20,2,0.1,0.0,0.14285714285714285,0.1,0.0,0.14285714285714285,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,john_c_hutcheson,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,joseph_conrad,existing,1,20,8,0.4,0.0,0.8,0.4,0.0,0.8,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,kathleen_thompson_norris,new,1,20,9,0.45,0.0,0.9,0.45,0.0,0.9,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,louis_joseph_vance,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,luis_senarens,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,mark_twain,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,mary_shelley,existing,1,20,14,0.7,0.5,0.9,0.7,0.5,0.9,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,mildred_wirt,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,oscar_wilde,existing,1,20,2,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,robert_sidney_bowen,new,1,20,2,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,flash,f3,1000,susan_warner,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,flash,f3,2000,ALL,all,20,400,35,0.08750000000000002,0.0325,0.15750000000000003,0.0875,0.0325,0.1575,author,20,herbert_george_wells:148; oscar_wilde:99; mary_shelley:52
author,all_authors,llm,flash,f3,2000,agnes_may_fleming,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,arthur_conan_doyle,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,all_authors,llm,flash,f3,2000,arthur_scott_bailey,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,charles_dickens,existing,1,20,2,0.1,0.0,0.2857142857142857,0.1,0.0,0.2857142857142857,prompt_source_book,3,
author,all_authors,llm,flash,f3,2000,charlotte_bronte,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,ethel_m_dell,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,harold_l_goodwin,new,1,20,1,0.05,0.0,0.1,0.05,0.0,0.1,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,herbert_george_wells,existing,1,20,4,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,jane_austen,existing,1,20,1,0.05,0.0,0.07142857142857142,0.05,0.0,0.07142857142857142,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,john_c_hutcheson,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,joseph_conrad,existing,1,20,8,0.4,0.0,0.8,0.4,0.0,0.8,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,kathleen_thompson_norris,new,1,20,4,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,louis_joseph_vance,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,luis_senarens,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,mark_twain,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,mary_shelley,existing,1,20,11,0.55,0.3,0.8,0.55,0.3,0.8,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,mildred_wirt,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,oscar_wilde,existing,1,20,2,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,robert_sidney_bowen,new,1,20,2,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,flash,f3,2000,susan_warner,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,flash,f3,4000,ALL,all,20,400,34,0.08499999999999999,0.025,0.16,0.085,0.025,0.16,author,20,herbert_george_wells:191; oscar_wilde:109; mary_shelley:52
author,all_authors,llm,flash,f3,4000,agnes_may_fleming,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,arthur_conan_doyle,existing,1,20,5,0.25,0.0,0.5,0.25,0.0,0.5,prompt_source_book,3,
author,all_authors,llm,flash,f3,4000,arthur_scott_bailey,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,charles_dickens,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,all_authors,llm,flash,f3,4000,charlotte_bronte,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,ethel_m_dell,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,harold_l_goodwin,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,herbert_george_wells,existing,1,20,5,0.25,0.0,0.5,0.25,0.0,0.5,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,jane_austen,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,john_c_hutcheson,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,joseph_conrad,existing,1,20,7,0.35,0.0,0.7,0.35,0.0,0.7,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,kathleen_thompson_norris,new,1,20,1,0.05,0.0,0.1,0.05,0.0,0.1,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,louis_joseph_vance,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,luis_senarens,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,mark_twain,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,mary_shelley,existing,1,20,12,0.6,0.3,0.9,0.6,0.3,0.9,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,mildred_wirt,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,oscar_wilde,existing,1,20,4,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,robert_sidney_bowen,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,flash,f3,4000,susan_warner,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,pro,f1,1000,ALL,all,20,200,19,0.09500000000000001,0.02,0.19,0.095,0.02,0.19,author,20,herbert_george_wells:63; arthur_conan_doyle:32; harold_l_goodwin:31
author,all_authors,llm,pro,f1,1000,agnes_may_fleming,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,arthur_conan_doyle,existing,1,10,5,0.5,0.0,1.0,0.5,0.0,1.0,prompt_source_book,3,
author,all_authors,llm,pro,f1,1000,arthur_scott_bailey,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,charles_dickens,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,all_authors,llm,pro,f1,1000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,harold_l_goodwin,new,1,10,8,0.8,0.6,1.0,0.8,0.6,1.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,herbert_george_wells,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,joseph_conrad,existing,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,louis_joseph_vance,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,luis_senarens,new,1,10,3,0.3,0.0,0.6,0.3,0.0,0.6,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,mary_shelley,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,mildred_wirt,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,oscar_wilde,existing,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,robert_sidney_bowen,new,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f1,1000,susan_warner,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,pro,f1,2000,ALL,all,20,200,20,0.1,0.02,0.22000000000000003,0.1,0.02,0.22,author,20,herbert_george_wells:75; harold_l_goodwin:46; oscar_wilde:29
author,all_authors,llm,pro,f1,2000,agnes_may_fleming,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,arthur_conan_doyle,existing,1,10,4,0.4,0.0,1.0,0.4,0.0,1.0,prompt_source_book,3,
author,all_authors,llm,pro,f1,2000,arthur_scott_bailey,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,charles_dickens,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,all_authors,llm,pro,f1,2000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,harold_l_goodwin,new,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,herbert_george_wells,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,joseph_conrad,existing,1,10,3,0.3,0.2,0.4,0.3,0.2,0.4,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,louis_joseph_vance,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,luis_senarens,new,1,10,2,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,mary_shelley,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,mildred_wirt,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,oscar_wilde,existing,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,robert_sidney_bowen,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,2000,susan_warner,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,pro,f1,4000,ALL,all,20,200,21,0.10500000000000001,0.025,0.22500000000000003,0.105,0.025,0.225,author,20,herbert_george_wells:91; harold_l_goodwin:54; oscar_wilde:24
author,all_authors,llm,pro,f1,4000,agnes_may_fleming,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,arthur_conan_doyle,existing,1,10,2,0.2,0.0,0.5,0.2,0.0,0.5,prompt_source_book,3,
author,all_authors,llm,pro,f1,4000,arthur_scott_bailey,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,charles_dickens,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,all_authors,llm,pro,f1,4000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,harold_l_goodwin,new,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,herbert_george_wells,existing,1,10,2,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,joseph_conrad,existing,1,10,4,0.4,0.4,0.4,0.4,0.4,0.4,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,louis_joseph_vance,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,luis_senarens,new,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,mary_shelley,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,mildred_wirt,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,oscar_wilde,existing,1,10,2,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,robert_sidney_bowen,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f1,4000,susan_warner,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,pro,f3,1000,ALL,all,20,200,23,0.11500000000000002,0.034999999999999996,0.215,0.115,0.035,0.215,author,20,herbert_george_wells:85; harold_l_goodwin:33; arthur_conan_doyle:28
author,all_authors,llm,pro,f3,1000,agnes_may_fleming,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,arthur_conan_doyle,existing,1,10,4,0.4,0.0,0.75,0.4,0.0,0.75,prompt_source_book,3,
author,all_authors,llm,pro,f3,1000,arthur_scott_bailey,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,charles_dickens,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,all_authors,llm,pro,f3,1000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,harold_l_goodwin,new,1,10,9,0.9,0.8,1.0,0.9,0.8,1.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,herbert_george_wells,existing,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,joseph_conrad,existing,1,10,3,0.3,0.0,0.6,0.3,0.0,0.6,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,louis_joseph_vance,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,luis_senarens,new,1,10,3,0.3,0.0,0.6,0.3,0.0,0.6,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,mary_shelley,existing,1,10,2,0.2,0.2,0.2,0.2,0.2,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,mildred_wirt,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,oscar_wilde,existing,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,robert_sidney_bowen,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,1000,susan_warner,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,pro,f3,2000,ALL,all,20,200,16,0.08,0.01,0.195,0.08,0.01,0.195,author,20,herbert_george_wells:115; harold_l_goodwin:47; arthur_conan_doyle:13
author,all_authors,llm,pro,f3,2000,agnes_may_fleming,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,arthur_conan_doyle,existing,1,10,3,0.3,0.0,0.75,0.3,0.0,0.75,prompt_source_book,3,
author,all_authors,llm,pro,f3,2000,arthur_scott_bailey,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,charles_dickens,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,all_authors,llm,pro,f3,2000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,harold_l_goodwin,new,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,herbert_george_wells,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,joseph_conrad,existing,1,10,2,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,louis_joseph_vance,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,luis_senarens,new,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,mary_shelley,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,mildred_wirt,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,oscar_wilde,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,robert_sidney_bowen,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,2000,susan_warner,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,all_authors,llm,pro,f3,4000,ALL,all,20,200,14,0.07,0.0,0.18,0.07,0.0,0.18,author,20,herbert_george_wells:116; harold_l_goodwin:54; oscar_wilde:12
author,all_authors,llm,pro,f3,4000,agnes_may_fleming,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,arthur_conan_doyle,existing,1,10,1,0.1,0.0,0.25,0.1,0.0,0.25,prompt_source_book,3,
author,all_authors,llm,pro,f3,4000,arthur_scott_bailey,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,charles_dickens,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,all_authors,llm,pro,f3,4000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,harold_l_goodwin,new,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,herbert_george_wells,existing,1,10,3,0.3,0.2,0.4,0.3,0.2,0.4,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,joseph_conrad,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,louis_joseph_vance,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
